date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2017-05-25,23.315596330275234,23.94587155963303,24.236697247706424,66.23853211009174,17.7,20.4,17.5,39.0,30.4,30.0,33.2,93.0,22.759027777777774,23.92777777777779,23.73958333333333,71.3125,16.5,19.9,16.4,33.0,30.9,30.3,33.6,99.0,22.737499999999997,24.18888888888889,23.79722222222223,69.58333333333333,16.9,20.2,16.8,36.0,30.9,30.8,33.3,95.0
2017-05-26,21.252293577981657,21.592660550458717,21.564220183486245,86.53211009174312,19.4,19.5,19.4,65.0,25.8,24.3,27.7,98.0,22.818749999999994,23.327777777777786,23.518055555555563,70.5625,17.7,20.4,17.5,39.0,30.4,30.0,33.2,93.0,22.759027777777774,23.92777777777779,23.73958333333333,71.3125,16.5,19.9,16.4,33.0,30.9,30.3,33.6,99.0
2017-05-27,22.098165137614682,22.39908256880733,22.566055045871558,84.77064220183486,18.2,20.5,18.2,58.0,28.6,27.8,30.7,99.0,21.00277777777778,21.75625,21.189583333333335,89.45138888888889,19.4,19.5,19.4,65.0,25.8,24.3,27.7,99.0,22.818749999999994,23.327777777777786,23.518055555555563,70.5625,17.7,20.4,17.5,39.0,30.4,30.0,33.2,93.0
2017-05-28,21.789908256880736,21.897247706422025,23.354128440366967,53.10091743119266,15.4,18.2,15.0,26.0,30.4,27.4,34.9,94.0,21.35000000000001,22.267361111111104,21.719444444444445,87.75694444444444,16.3,20.1,16.2,58.0,28.6,27.8,30.7,99.0,21.00277777777778,21.75625,21.189583333333335,89.45138888888889,19.4,19.5,19.4,65.0,25.8,24.3,27.7,99.0
2017-05-29,22.430275229357804,21.51100917431192,23.28715596330276,54.055045871559635,13.4,13.5,13.3,29.0,32.5,30.9,32.7,88.0,20.97986111111111,21.079861111111114,22.142361111111107,54.291666666666664,15.4,16.6,15.0,26.0,30.4,27.4,34.9,94.0,21.35000000000001,22.267361111111104,21.719444444444445,87.75694444444444,16.3,20.1,16.2,58.0,28.6,27.8,30.7,99.0
2017-05-30,23.115596330275224,23.467889908256875,24.43669724770642,61.825688073394495,14.7,18.6,14.5,33.0,31.2,30.4,35.0,97.0,21.744444444444447,21.486805555555552,22.317361111111115,57.90277777777778,13.4,13.5,13.3,29.0,32.5,30.9,32.7,88.0,20.97986111111111,21.079861111111114,22.142361111111107,54.291666666666664,15.4,16.6,15.0,26.0,30.4,27.4,34.9,94.0
2017-05-31,24.379816513761465,23.779816513761464,25.61467889908258,61.31192660550459,16.2,19.6,15.9,32.0,34.5,29.2,36.4,95.0,22.34513888888888,23.259027777777774,23.258333333333322,65.88888888888889,14.7,18.6,14.5,33.0,31.2,30.4,35.0,97.0,21.744444444444447,21.486805555555552,22.317361111111115,57.90277777777778,13.4,13.5,13.3,29.0,32.5,30.9,32.7,88.0
2017-06-01,24.64220183486238,24.571559633027512,25.411926605504576,78.96330275229357,20.8,22.3,20.3,54.0,30.9,27.2,33.7,99.0,23.810416666666665,23.852777777777774,24.652777777777786,67.98611111111111,16.2,19.6,15.9,32.0,34.5,29.2,36.4,98.0,22.34513888888888,23.259027777777774,23.258333333333322,65.88888888888889,14.7,18.6,14.5,33.0,31.2,30.4,35.0,97.0
2017-06-02,24.28256880733945,24.532110091743128,25.344036697247702,75.35779816513761,19.2,22.2,19.2,43.0,32.7,28.2,36.0,99.0,24.00138888888889,24.401388888888885,24.465277777777768,82.28472222222223,20.8,22.3,20.3,54.0,30.9,27.2,33.7,99.0,23.810416666666665,23.852777777777774,24.652777777777786,67.98611111111111,16.2,19.6,15.9,32.0,34.5,29.2,36.4,98.0
2017-06-03,21.92568807339449,23.26697247706422,22.724770642201836,66.1559633027523,15.7,21.0,15.6,29.0,28.7,26.9,33.3,99.0,23.623611111111103,24.39027777777779,24.31180555555555,78.70138888888889,19.2,22.2,19.2,43.0,32.7,28.2,36.0,99.0,24.00138888888889,24.401388888888885,24.465277777777768,82.28472222222223,20.8,22.3,20.3,54.0,30.9,27.2,33.7,99.0
2017-06-04,21.187155963302757,21.184403669724766,22.05779816513763,50.99082568807339,14.3,18.3,13.8,33.0,29.3,25.5,31.4,80.0,20.89444444444444,22.556249999999995,21.428472222222222,64.35416666666667,15.7,19.4,15.6,29.0,28.7,26.9,33.3,99.0,23.623611111111103,24.39027777777779,24.31180555555555,78.70138888888889,19.2,22.2,19.2,43.0,32.7,28.2,36.0,99.0
2017-06-05,22.52293577981652,21.729357798165132,23.105504587155966,46.908256880733944,14.9,18.4,14.6,26.0,32.3,27.0,32.7,68.0,20.610416666666673,21.072222222222216,21.204861111111125,50.923611111111114,14.3,18.3,13.8,33.0,29.3,25.5,31.4,80.0,20.89444444444444,22.556249999999995,21.428472222222222,64.35416666666667,15.7,19.4,15.6,29.0,28.7,26.9,33.3,99.0
2017-06-06,22.051376146788982,21.993577981651367,22.665137614678905,55.73394495412844,11.9,18.4,11.8,33.0,30.9,26.0,32.8,94.0,21.668055555555565,21.757638888888884,21.975694444444443,51.59722222222222,14.9,18.4,14.6,26.0,32.3,27.0,32.7,89.0,20.610416666666673,21.072222222222216,21.204861111111125,50.923611111111114,14.3,18.3,13.8,33.0,29.3,25.5,31.4,80.0
2017-06-07,23.08899082568808,22.969724770642213,23.61467889908257,70.8348623853211,15.8,20.1,15.6,41.0,31.8,26.0,33.0,99.0,21.379166666666663,22.128472222222214,21.720138888888894,63.923611111111114,11.9,18.4,11.8,33.0,30.9,26.0,32.8,97.0,21.668055555555565,21.757638888888884,21.975694444444443,51.59722222222222,14.9,18.4,14.6,26.0,32.3,27.0,32.7,89.0
2017-06-08,21.65688073394496,22.462385321100918,21.83394495412843,81.79816513761467,18.0,21.2,17.7,57.0,28.4,23.8,30.7,98.0,22.304166666666674,22.990277777777784,22.568749999999994,74.85416666666667,15.8,20.1,15.6,41.0,31.8,26.0,33.0,99.0,21.379166666666663,22.128472222222214,21.720138888888894,63.923611111111114,11.9,18.4,11.8,33.0,30.9,26.0,32.8,97.0
2017-06-09,19.605504587155966,21.449541284403683,20.15779816513761,93.6697247706422,17.0,20.6,17.0,71.0,26.0,23.4,26.5,99.0,20.8375,22.350694444444443,20.987499999999983,85.59722222222223,17.3,21.2,17.6,57.0,28.4,23.8,30.7,99.0,22.304166666666674,22.990277777777784,22.568749999999994,74.85416666666667,15.8,20.1,15.6,41.0,31.8,26.0,33.0,99.0
2017-06-10,24.119266055045873,23.04128440366973,24.562385321100912,69.4862385321101,15.2,18.8,15.3,41.0,33.1,27.5,33.6,99.0,19.697222222222223,21.446527777777785,20.03124999999999,92.93055555555556,17.0,20.3,17.0,71.0,26.0,23.4,26.5,99.0,20.8375,22.350694444444443,20.987499999999983,85.59722222222223,17.3,21.2,17.6,57.0,28.4,23.8,30.7,99.0
2017-06-11,25.566055045871554,23.64128440366972,25.821100917431192,64.94495412844037,15.8,20.2,15.7,35.0,35.6,28.5,36.6,99.0,23.152777777777764,23.042361111111116,23.441666666666666,74.06944444444444,15.2,18.8,15.3,41.0,33.1,27.5,33.6,99.0,19.697222222222223,21.446527777777785,20.03124999999999,92.93055555555556,17.0,20.3,17.0,71.0,26.0,23.4,26.5,99.0
2017-06-12,23.51284403669725,22.0073394495413,23.61743119266056,53.08256880733945,18.5,20.4,18.2,26.0,32.2,23.9,33.7,74.0,24.97291666666665,23.549305555555552,25.05902777777778,62.979166666666664,15.8,20.2,15.7,35.0,35.6,28.5,36.6,99.0,23.152777777777764,23.042361111111116,23.441666666666666,74.06944444444444,15.2,18.8,15.3,41.0,33.1,27.5,33.6,99.0
2017-06-13,23.5422018348624,21.71284403669724,24.197247706422022,42.39449541284404,16.8,18.3,16.2,23.0,33.8,27.4,35.0,59.0,22.620833333333337,21.94791666666668,22.56736111111112,56.645833333333336,18.5,20.4,18.0,26.0,32.2,23.9,33.7,79.0,24.97291666666665,23.549305555555552,25.05902777777778,62.979166666666664,15.8,20.2,15.7,35.0,35.6,28.5,36.6,99.0
2017-06-14,22.674311926605508,21.9651376146789,23.20366972477064,61.25688073394495,13.6,19.0,13.8,35.0,30.5,25.0,32.1,99.0,22.464583333333344,21.731249999999996,22.929861111111112,47.59722222222222,16.8,18.3,16.2,23.0,33.8,27.4,35.0,73.0,22.620833333333337,21.94791666666668,22.56736111111112,56.645833333333336,18.5,20.4,18.0,26.0,32.2,23.9,33.7,79.0
2017-06-15,23.119266055045863,22.64403669724771,23.644036697247707,67.30275229357798,15.6,20.1,15.8,27.0,32.0,26.3,32.4,99.0,21.886805555555554,22.07708333333333,22.255555555555556,68.48611111111111,13.6,19.0,13.8,35.0,30.5,25.0,32.1,99.0,22.464583333333344,21.731249999999996,22.929861111111112,47.59722222222222,16.8,18.3,16.2,23.0,33.8,27.4,35.0,73.0
2017-06-16,24.015596330275226,22.855045871559636,25.13119266055045,65.55963302752293,15.3,20.0,15.1,27.0,33.4,26.7,39.1,99.0,22.152777777777775,22.576388888888886,22.414583333333333,73.53472222222223,15.6,20.1,15.8,27.0,32.0,26.3,32.4,99.0,21.886805555555554,22.07708333333333,22.255555555555556,68.48611111111111,13.6,19.0,13.8,35.0,30.5,25.0,32.1,99.0
2017-06-17,25.311009174311927,22.875229357798165,25.02385321100917,61.61467889908257,15.9,20.3,15.7,32.0,34.7,26.1,35.0,95.0,23.154861111111106,22.85069444444445,23.857638888888886,69.13194444444444,15.3,20.0,15.1,27.0,33.4,26.7,39.1,99.0,22.152777777777775,22.576388888888886,22.414583333333333,73.53472222222223,15.6,20.1,15.8,27.0,32.0,26.3,32.4,99.0
2017-06-18,24.64036697247708,22.623853211009177,24.448623853211007,63.293577981651374,16.3,19.9,16.0,45.0,34.2,26.4,33.2,87.0,24.14930555555556,22.647222222222222,23.77916666666666,61.951388888888886,15.9,20.3,15.7,32.0,34.7,26.1,35.0,95.0,23.154861111111106,22.85069444444445,23.857638888888886,69.13194444444444,15.3,20.0,15.1,27.0,33.4,26.7,39.1,99.0
2017-06-19,21.950458715596337,22.447706422018367,21.64036697247706,82.55045871559633,18.4,21.6,18.3,69.0,26.0,23.5,25.2,96.0,23.86875000000001,22.775000000000002,23.684027777777786,67.00694444444444,16.3,19.9,16.0,45.0,34.2,26.4,33.2,87.0,24.14930555555556,22.647222222222222,23.77916666666666,61.951388888888886,15.9,20.3,15.7,32.0,34.7,26.1,35.0,95.0
2017-06-20,26.05045871559633,23.256880733944953,25.97064220183485,64.55045871559633,17.7,21.0,17.7,34.0,35.7,26.2,34.8,99.0,21.458333333333343,22.43680555555557,21.193055555555553,84.75694444444444,18.4,21.6,18.3,69.0,26.0,23.5,25.2,98.0,23.86875000000001,22.775000000000002,23.684027777777786,67.00694444444444,16.3,19.9,16.0,45.0,34.2,26.4,33.2,87.0
2017-06-21,25.59724770642202,23.89724770642202,25.155963302752294,76.53211009174312,16.8,21.3,17.0,50.0,36.8,27.3,36.3,98.0,25.03125,23.397222222222226,24.882638888888877,69.34722222222223,17.7,21.0,17.7,34.0,35.7,26.2,34.8,99.0,21.458333333333343,22.43680555555557,21.193055555555553,84.75694444444444,18.4,21.6,18.3,69.0,26.0,23.5,25.2,98.0
2017-06-22,22.246788990825685,23.167889908256885,22.227522935779824,93.94495412844037,18.1,22.0,18.2,79.0,29.4,24.5,29.0,99.0,25.003472222222243,24.089583333333334,24.639583333333324,79.5,16.8,21.3,17.0,50.0,36.8,27.3,36.3,98.0,25.03125,23.397222222222226,24.882638888888877,69.34722222222223,17.7,21.0,17.7,34.0,35.7,26.2,34.8,99.0
2017-06-23,24.298165137614664,22.75596330275229,23.812844036697246,70.05504587155963,19.7,21.2,19.4,45.0,34.1,25.0,32.1,83.0,22.218749999999986,23.29583333333334,22.177083333333346,93.34722222222223,18.1,22.0,18.2,79.0,29.4,24.5,29.0,99.0,25.003472222222243,24.089583333333334,24.639583333333324,79.5,16.8,21.3,17.0,50.0,36.8,27.3,36.3,98.0
2017-06-24,26.32752293577981,24.24036697247706,26.351376146788994,74.55963302752293,17.9,21.7,18.4,45.0,35.7,27.4,35.8,99.0,23.59791666666666,22.9125,23.22847222222223,75.08333333333333,19.7,21.2,19.4,45.0,34.1,25.0,32.1,98.0,22.218749999999986,23.29583333333334,22.177083333333346,93.34722222222223,18.1,22.0,18.2,79.0,29.4,24.5,29.0,99.0
2017-06-25,25.61376146788991,24.472477064220186,25.642201834862373,77.25688073394495,19.5,22.7,19.8,51.0,34.9,26.6,34.2,99.0,25.209027777777777,24.334027777777777,25.24375,78.19444444444444,17.9,21.7,18.4,45.0,35.7,27.4,35.8,99.0,23.59791666666666,22.9125,23.22847222222223,75.08333333333333,19.7,21.2,19.4,45.0,34.1,25.0,32.1,98.0
2017-06-26,23.111009174311924,23.986238532110125,23.213761467889906,91.65137614678899,20.4,23.2,20.5,73.0,27.1,24.5,27.0,99.0,24.98888888888888,24.524305555555564,24.995833333333316,79.93055555555556,19.5,22.7,19.8,51.0,34.9,26.6,34.2,99.0,25.209027777777777,24.334027777777777,25.24375,78.19444444444444,17.9,21.7,18.4,45.0,35.7,27.4,35.8,99.0
2017-06-27,25.02201834862385,23.916513761467893,24.586238532110087,78.73394495412845,21.0,22.9,20.9,56.0,29.7,25.1,29.2,99.0,22.893749999999994,23.95000000000002,22.969444444444438,92.9375,20.4,23.2,20.5,73.0,27.1,24.5,27.0,99.0,24.98888888888888,24.524305555555564,24.995833333333316,79.93055555555556,19.5,22.7,19.8,51.0,34.9,26.6,34.2,99.0
2017-06-28,25.11376146788991,24.060550458715593,24.869724770642208,81.76146788990826,20.5,22.8,20.7,57.0,34.7,25.8,31.9,99.0,24.36944444444444,23.906944444444452,23.97986111111111,79.73611111111111,21.0,22.9,20.9,56.0,29.7,25.1,29.2,99.0,22.893749999999994,23.95000000000002,22.969444444444438,92.9375,20.4,23.2,20.5,73.0,27.1,24.5,27.0,99.0
2017-06-29,24.683486238532105,24.251376146788992,24.68348623853211,89.04587155963303,21.3,23.4,21.5,64.0,31.3,25.8,30.2,99.0,24.479861111111113,24.143055555555552,24.31666666666667,85.02777777777777,20.5,22.8,20.7,57.0,34.7,25.8,31.9,99.0,24.36944444444444,23.906944444444452,23.97986111111111,79.73611111111111,21.0,22.9,20.9,56.0,29.7,25.1,29.2,99.0
2017-06-30,24.923853211009174,24.32110091743121,24.722935779816506,87.66055045871559,21.4,23.5,21.6,65.0,29.9,25.6,28.8,99.0,24.179166666666664,24.37569444444445,24.23055555555555,90.18055555555556,21.3,23.4,21.5,64.0,31.3,25.8,30.2,99.0,24.479861111111113,24.143055555555552,24.31666666666667,85.02777777777777,20.5,22.8,20.7,57.0,34.7,25.8,31.9,99.0
2017-07-01,24.512844036697253,24.111926605504586,24.345871559633036,92.6788990825688,21.1,23.4,21.3,75.0,30.5,25.7,29.1,99.0,24.269444444444446,24.371527777777793,24.164583333333333,89.03472222222223,20.9,23.5,21.2,65.0,29.9,25.6,28.8,99.0,24.179166666666664,24.37569444444445,24.23055555555555,90.18055555555556,21.3,23.4,21.5,64.0,31.3,25.8,30.2,99.0
2017-07-02,28.577064220183487,25.991743119266054,29.128440366972484,77.6788990825688,22.3,24.0,22.4,44.0,37.9,28.6,38.8,99.0,24.250000000000007,24.324305555555554,24.16666666666667,93.47916666666667,21.1,23.4,21.3,75.0,30.5,25.7,29.1,99.0,24.269444444444446,24.371527777777793,24.164583333333333,89.03472222222223,20.9,23.5,21.2,65.0,29.9,25.6,28.8,99.0
2017-07-03,29.711926605504587,27.136697247706426,30.182568807339443,75.53211009174312,22.8,25.0,23.1,42.0,39.7,30.0,40.1,99.0,27.720138888888883,26.168055555555554,28.155555555555562,81.73611111111111,22.3,24.0,22.4,44.0,37.9,28.6,38.8,99.0,24.250000000000007,24.324305555555554,24.16666666666667,93.47916666666667,21.1,23.4,21.3,75.0,30.5,25.7,29.1,99.0
2017-07-04,30.224770642201843,27.960550458715595,30.88073394495414,73.45871559633028,24.0,25.8,24.1,45.0,38.0,30.6,39.7,99.0,28.938888888888883,27.190972222222232,29.271527777777766,78.47222222222223,22.8,25.0,23.1,42.0,39.7,30.0,40.1,99.0,27.720138888888883,26.168055555555554,28.155555555555562,81.73611111111111,22.3,24.0,22.4,44.0,37.9,28.6,38.8,99.0
2017-07-05,29.286238532110097,27.75963302752293,29.124770642201835,78.08256880733946,25.8,26.7,25.8,58.0,35.8,29.3,36.7,96.0,29.805555555555557,27.99861111111111,30.218750000000018,73.43055555555556,24.0,25.8,24.1,45.0,38.0,30.6,39.7,99.0,28.938888888888883,27.190972222222232,29.271527777777766,78.47222222222223,22.8,25.0,23.1,42.0,39.7,30.0,40.1,99.0
2017-07-06,27.438532110091742,26.58073394495413,27.42752293577982,81.19266055045871,23.2,25.5,23.4,54.0,35.2,28.0,36.7,99.0,28.261805555555554,27.549999999999997,28.161805555555556,82.43055555555556,24.4,26.2,24.4,58.0,35.8,29.3,36.7,99.0,29.805555555555557,27.99861111111111,30.218750000000018,73.43055555555556,24.0,25.8,24.1,45.0,38.0,30.6,39.7,99.0
